ID,text,parallelism,one/ones,antecedent type,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,one-licensor category,URL,target,expected_answer_2afc,gpt_answer_2afc,correct_gpt_2afc,Gemma_LoRA_answer_2afc,correct_gemma_2afc,llama_answer_2afc,correct_llama_2afc,expected_answer_openended,gpt_answer_openended,correct_gpt_openended,recheck_gpt_openended,Gemma_LoRA_answer_openended,correct_gemma_openended,recheck_gemma_openended,llama_answer_openended,correct_llama_openended,recheck_llama_openended,is_parallel,TA,CF,TA_plural,CF_plural,clean_text,len_text,n_ones,one_start,one_end,n_TA,TA_start,TA_end,n_CF,CF_start,CF_end,dist_TA_ao,dist_CF_ao,is_TA_closer
45.0,"AAU's activities have expanded to span newer commodity sectors such as soil health card, bio-diesel, medicinal plants apart from the mandatory ones like rice, maize, tobacco, vegetable crops, fruit crops, forage crops, animal breeding, nutrition and dairy products etc.",Modifier Coordination,ones,linguistic,,,commodity sectors,,,medicinal plants,,,1.0,0.0,non-local,local,adj,http://www.aau.in/about-us,ones,A,A,1.0,A,1.0,A,1.0,COMMODITY SECTORS,MANDATORY ACTIVITIES,0.0,False,mandatory ones,0.0,False,Mandatory ones,0.0,False,parallel,commodity sectors,medicinal plants,plural,plural,"AAU's activities have expanded to span newer commodity sectors such as soil health card, bio-diesel, medicinal plants apart from the mandatory ones like rice, maize, tobacco, vegetable crops, fruit crops, forage crops, animal breeding, nutrition and dairy products etc.",269,1,143,146,1,44,61,1,100,116,99,43,0
46.0,"Our experimental results show that, figures computed by our metrics are, in about an order of magnitude, smaller than the respective ones of GKM, an indication that our techniques are more elaborate.",non-parallel,ones,linguistic,,,metrics,,,figures,,,0.0,1.0,local,non-local,adj,http://www2003.org/cdrom/papers/poster/p289/p289-christopoulou.html,ones,B,B,1.0,B,1.0,A,0.0,FIGURES,FIGURES,1.0,True,figures,1.0,True,figures,1.0,True,non-parallel,figures,metrics,plural,plural,"Our experimental results show that, figures computed by our metrics are, in about an order of magnitude, smaller than the respective ones of GKM, an indication that our techniques are more elaborate.",199,1,133,136,1,35,42,1,59,66,98,74,0
47.0,"If you bake in tin-patties, butter them, and you must put a little crust all over, because of the taking them out; if in china, or glass, no crust but the top one.",non-parallel,one,linguistic,,,crust,,,glass,,,1.0,0.0,local,non-local,adj,https://www.bl.uk/learning/timeline/item126706.html,one,A,A,1.0,A,1.0,A,1.0,CRUST,CRUST,1.0,True,crust,1.0,True,top crust,0.0,True,non-parallel,crust,glass,singular,singular,"If you bake in tin-patties, butter them, and you must put a little crust all over, because of the taking them out; if in china, or glass, no crust but the top one.",163,1,159,161,2,140,145,1,130,135,19,29,1
48.0,"The story has inspired countless writers, dramatists and composers ever since, but the first major stage version of the story in England is this one by Shakespeare's contemporary Christopher Marlowe (1564-93).",Subset,one,linguistic,,,story,,,version,,,0.0,1.0,local,non-local,det,http://www.bl.uk/learning/timeline/item107867.html,one,B,B,1.0,B,1.0,A,0.0,VERSION,STAGE VERSION,0.0,True,stage version,0.0,True,The stage version of the story,0.0,True,parallel,version,story,singular,singular,"The story has inspired countless writers, dramatists and composers ever since, but the first major stage version of the story in England is this one by Shakespeare's contemporary Christopher Marlowe (1564-93).",209,1,145,147,1,104,111,2,119,124,41,26,0
49.0,"His most illustrious contemporaries in philosophy–Bertrand Russell, G.E. Moore, the early Wittgenstein, and the members of the Vienna Circle–sought to logically analyze sentences so that the true ones would mirror a world independent of us.",non-parallel,ones,linguistic,,,sentences,,,members,,,1.0,0.0,local,non-local,adj,http://hnn.us/article/174250,ones,A,A,1.0,A,1.0,A,1.0,SENTENCES,SENTENCES,1.0,True,sentences,1.0,True,Vienna Circle members,0.0,False,non-parallel,sentences,members,plural,plural,"His most illustrious contemporaries in philosophy–Bertrand Russell, G.E. Moore, the early Wittgenstein, and the members of the Vienna Circle–sought to logically analyze sentences so that the true ones would mirror a world independent of us.",240,1,196,199,1,168,177,1,111,118,28,85,1
50.0,"The arms package includes a Terminal High Altitude Area Defense (THAAD) missile defense system from Lockheed Martin, similar to the one being made operational in South Korea, which costs around $1 billion, Reuters reported earlier, citing unnamed sources within the administration.",non-parallel,one,linguistic,,,arms package,,,defense system,,,0.0,1.0,non-local,local,det,https://www.rt.com/news/389061-trump-saudi-arms-deal/,one,B,B,1.0,B,1.0,A,0.0,DEFENSE SYSTEM,THAAD MISSILE DEFENSE SYSTEM,0.0,False,THAAD missile defense system,0.0,False,THAAD missile defense system,0.0,False,non-parallel,defense system,arms package,singular,singular,"The arms package includes a Terminal High Altitude Area Defense (THAAD) missile defense system from Lockheed Martin, similar to the one being made operational in South Korea, which costs around $1 billion, Reuters reported earlier, citing unnamed sources within the administration.",281,1,132,134,1,79,93,1,3,15,53,129,1
51.0,"I quickly realised, for example, that the Library was not receiving books released by certain publishers – including some British ones which, in theory, should automatically be delivered to the Library via legal deposit. ",Subset,ones,linguistic,,,publishers,,,books,,,1.0,0.0,local,non-local,adj,https://www.bl.uk/case-studies/laura-gallon,ones,A,A,1.0,A,1.0,A,1.0,PUBLISHERS,PUBLISHERS,1.0,True,British ones,0.0,False,British publishers,0.0,True,parallel,publishers,books,plural,plural,"I quickly realised, for example, that the Library was not receiving books released by certain publishers – including some British ones which, in theory, should automatically be delivered to the Library via legal deposit. ",221,1,130,133,1,93,103,1,67,72,37,63,1
52.0,"The possibility of an alliance between these workers and the sugarcane cultivators, hitherto very inadequately mobilised against the threat, has become a real one.",non-parallel,one,linguistic,,,possibility,,,alliance,,,1.0,0.0,non-local,local,adj,https://www.epw.in/author/gopal-guru?page=10,one,A,A,1.0,B,0.0,A,1.0,POSSIBILITY,POSSIBILITY,1.0,True,possibility,1.0,True,The possibility of an alliance between these workers and the sugarcane cultivators,0.0,True,non-parallel,possibility,alliance,singular,singular,"The possibility of an alliance between these workers and the sugarcane cultivators, hitherto very inadequately mobilised against the threat, has become a real one.",163,1,159,161,1,3,14,1,21,29,156,138,0
53.0,"Note: To publish a link to the page other than the current one, you shall specify additional information (title, description and a link to display an image) manually.",Contrasting,one,linguistic,,,link,,,page,,,0.0,1.0,non-local,local,adj,https://vk.com/dev/widget_share,one,B,B,1.0,B,1.0,A,0.0,PAGE,PAGE,1.0,True,page,1.0,True,page,1.0,True,parallel,page,link,singular,singular,"Note: To publish a link to the page other than the current one, you shall specify additional information (title, description and a link to display an image) manually.",166,1,59,61,1,30,34,1,18,22,29,41,1
54.0,"RT's article used the same 4:12 min video that was made available to all other news outlets, the same one published by Australia's Daily Telegraph.",Repetition,one,linguistic,,,article,,,video,,,0.0,1.0,non-local,local,adj,https://www.rt.com/facts-vs-fiction/,one,B,B,1.0,B,1.0,A,0.0,VIDEO,VIDEO,1.0,True,video,1.0,True,video,1.0,True,parallel,video,article,singular,singular,"RT's article used the same 4:12 min video that was made available to all other news outlets, the same one published by Australia's Daily Telegraph.",147,1,102,104,1,35,40,1,4,11,67,98,1
55.0,"Following RT's demand for retraction, RFE/RL eventually removed the first claim from their article, but refused to change the second one, even though it is obviously false.",Contrasting,one,linguistic,,,claim,,,article,,,1.0,0.0,non-local,local,adj,https://www.rt.com/facts-vs-fiction/,one,A,A,1.0,A,1.0,A,1.0,CLAIM,CLAIM,1.0,True,claim,1.0,True,claim,1.0,True,parallel,claim,article,singular,singular,"Following RT's demand for retraction, RFE/RL eventually removed the first claim from their article, but refused to change the second one, even though it is obviously false.",172,1,133,135,1,73,78,1,90,97,60,43,0
56.0,"In some cases, a regional tollroads authority collects the tolls and uses them to construct new roads and maintain the existing ones.",Modifier Coordination,ones,linguistic,,,tolls,,,roads,,,0.0,1.0,non-local,local,adj,https://ti.org/antiplanner/?p=82,ones,B,B,1.0,B,1.0,A,0.0,ROADS,ROADS,1.0,True,roads,1.0,True,existing roads,0.0,True,parallel,roads,tolls,plural,plural,"In some cases, a regional tollroads authority collects the tolls and uses them to construct new roads and maintain the existing ones.",133,1,128,131,1,95,100,1,58,63,33,70,1
57.0,"Look at this more recent story about the other interview, the one that Boston College has already given to the DOJ (because of the death of the interviewee): ""In the testimony, Mr Hughes, a former Belfast IRA commander, accuses Gerry Adams, the Sinn Fein president, of sanctioning the secret burial of the mother-of-10 in 1972.""",non-parallel,one,linguistic,,,interview,,,story,,,1.0,0.0,local,non-local,det,http://hnn.us/blog/140068,one,A,A,1.0,A,1.0,A,1.0,INTERVIEW,INTERVIEW,1.0,True,other interview,0.0,True,The interview,0.0,True,non-parallel,interview,story,singular,singular,"Look at this more recent story about the other interview, the one that Boston College has already given to the DOJ (because of the death of the interviewee): ""In the testimony, Mr Hughes, a former Belfast IRA commander, accuses Gerry Adams, the Sinn Fein president, of sanctioning the secret burial of the mother-of-10 in 1972.""",328,1,62,64,1,46,55,1,24,29,16,38,1
58.0,"Since the pinblock is built into the piano, and all of the strings and the plate need to be removed to install a new one, it is of the highest priority that the finest materials be used.",non-parallel,one,linguistic,,,piano,,,pinblock,,,0.0,1.0,local,non-local,adj,http://www.pin.ca/piano/rebuild.htm,one,B,B,1.0,B,1.0,A,0.0,PINBLOCK,PINBLOCK,1.0,True,pinblock,1.0,True,the pinblock,0.0,True,non-parallel,pinblock,piano,singular,singular,"Since the pinblock is built into the piano, and all of the strings and the plate need to be removed to install a new one, it is of the highest priority that the finest materials be used.",186,1,117,119,1,9,17,1,36,41,108,81,0
59.0,"And just as the soundscape can be listened to as if it were music, or at least organised sound, so too can electroacoustic music be listened to as if it were a soundscape, even if an imaginary one.",non-parallel,one,linguistic,,,soundscape,,,music,,,1.0,0.0,local,non-local,adj,https://www.sfu.ca/%7Etruax/OS7.html,one,A,A,1.0,A,1.0,A,1.0,SOUNDSCAPE,SOUNDSCAPE,1.0,True,electroacoustic music,0.0,False,soundscape,1.0,True,non-parallel,soundscape,music,singular,singular,"And just as the soundscape can be listened to as if it were music, or at least organised sound, so too can electroacoustic music be listened to as if it were a soundscape, even if an imaginary one.",197,1,193,195,2,159,169,2,122,127,34,71,1
60.0, The financial health of the private railroads deteriorated after the first lines were extended and new ones built.,Subset,ones,linguistic,,,lines,,,railroads,,,1.0,0.0,local,non-local,adj,http://hnn.us/article/174960,ones,A,A,1.0,A,1.0,A,1.0,LINES,LINES,1.0,True,lines,1.0,True,lines,1.0,True,parallel,lines,railroads,plural,plural, The financial health of the private railroads deteriorated after the first lines were extended and new ones built.,115,1,104,107,1,75,80,1,36,45,29,68,1
61.0,"Part of the reason those on the left are a bit paranoid now, aside from the fact The Other Side is in power now, is that the mainstream media has by and large failed to aggressively follow up on the many potential 'conspiracies' of this administration, as well as the very real conspiracies against the last one.",non-parallel,one,linguistic,,,media,,,administration,,,0.0,1.0,non-local,local,adj,http://hnn.us/articles/952.html,one,B,B,1.0,A,0.0,A,0.0,ADMINISTRATION,ADMINISTRATION,1.0,True,administration,1.0,True,"administration, last one, the left, the mainstream media, The Other Side, those, it,",0.0,False,non-parallel,administration,media,singular,singular,"Part of the reason those on the left are a bit paranoid now, aside from the fact The Other Side is in power now, is that the mainstream media has by and large failed to aggressively follow up on the many potential 'conspiracies' of this administration, as well as the very real conspiracies against the last one.",312,1,308,310,1,236,250,1,135,140,72,173,1
62.0,"Mr. Weeks as well as Judge Cristol allege that this was not the case, but their statements go against the accounts give by every single one of the survivors (including the Jewish ones - which I bring up in so far as Mr. Weeks has accused the survivors of having ulterior motives). ",Subset,ones,linguistic,,,survivors,,,accounts,,,1.0,0.0,local,non-local,adj,http://hnn.us/articles/369.html,ones,A,A,1.0,A,1.0,A,1.0,SURVIVORS,SURVIVORS,1.0,True,accounts,0.0,False,survivors,1.0,True,parallel,survivors,accounts,plural,plural,"Mr. Weeks as well as Judge Cristol allege that this was not the case, but their statements go against the accounts give by every single one of the survivors (including the Jewish ones - which I bring up in so far as Mr. Weeks has accused the survivors of having ulterior motives). ",281,1,179,182,1,146,155,1,105,113,33,74,1
63.0,"With this metaphor of healthy athletic competition, he highlights the value of life, comparing it to a race not only for an earthly, passing goal, but for an eternal one.",Contrasting,one,linguistic,,,life,,,goal,,,0.0,1.0,non-local,local,adj,http://www.cin.org/pope/jubilee-sports.html,one,B,B,1.0,A,0.0,A,0.0,GOAL,GOAL,1.0,True,goal,1.0,True,eternal goal,0.0,True,parallel,goal,life,singular,singular,"With this metaphor of healthy athletic competition, he highlights the value of life, comparing it to a race not only for an earthly, passing goal, but for an eternal one.",170,1,166,168,1,140,144,1,78,82,26,88,1
64.0,"Also it was the reason of such political actions like occupation of Iran and Iraq, winning the Arabs and Jews against each other, evacuation of the Polish troops from the USSR to the Middle East - just to name few of them; most important ones and having their consequences even nowadays.",non-parallel,ones,linguistic,,,actions,,,troops,,,1.0,0.0,non-local,local,adj,http://hnn.us/articles/339.html,ones,A,A,1.0,A,1.0,A,1.0,ACTIONS,ACTIONS,1.0,True,actions,1.0,True,Most important ones,0.0,False,non-parallel,actions,troops,plural,plural,"Also it was the reason of such political actions like occupation of Iran and Iraq, winning the Arabs and Jews against each other, evacuation of the Polish troops from the USSR to the Middle East - just to name few of them; most important ones and having their consequences even nowadays.",287,1,238,241,1,40,47,1,154,160,198,84,0
65.0,"For example, Web views can be used as basic building blocks for personal portals such as the ones provided by mynetscape.com.",Subset,ones,linguistic,,,building blocks,,,personal portals,,,0.0,1.0,non-local,local,det,http://www10.org/cdrom/papers/220/,ones,B,B,1.0,B,1.0,A,0.0,PERSONAL PORTALS,PERSONAL PORTALS,1.0,True,portals,0.0,True,My Netscape Portals,0.0,False,parallel,personal portals,building blocks,plural,plural,"For example, Web views can be used as basic building blocks for personal portals such as the ones provided by mynetscape.com.",125,1,93,96,1,63,79,1,43,58,30,50,1
66.0,"However, they have not signed their names, as is often the case in medieval manuscripts, especially Hebrew ones.",Subset,ones,linguistic,,,names,,,manuscripts,,,0.0,1.0,non-local,local,adj,https://www.bl.uk/onlinegallery/ttp/lisbon/accessible/pages3and4.html,ones,B,B,1.0,B,1.0,A,0.0,MANUSCRIPTS,MANUSCRIPTS,1.0,True,Hebrew manuscripts,0.0,True,Hebrew manuscripts,0.0,True,parallel,manuscripts,names,plural,plural,"However, they have not signed their names, as is often the case in medieval manuscripts, especially Hebrew ones.",112,1,107,110,1,75,86,1,35,40,32,72,1
67.0,"Given how weak a choice it is, Rumsfeld is making the comparison as a propoganda tool, to suggest that the situation in Iraq is basically a good one and headed in a good direction.",Subset,one,linguistic,,,tool,,,situation,,,0.0,1.0,non-local,local,adj,http://hnn.us/articles/1592.html,one,B,B,1.0,B,1.0,A,0.0,SITUATION,SITUATION,1.0,True,situation,1.0,True,Iraq,0.0,False,parallel,situation,tool,singular,singular,"Given how weak a choice it is, Rumsfeld is making the comparison as a propoganda tool, to suggest that the situation in Iraq is basically a good one and headed in a good direction.",180,1,145,147,1,106,115,1,80,84,39,65,1
68.0,Accept the new offer by the 'Reply Date' if you prefer this course to the one that you have already accepted - this action automatically cancels your previous acceptance.,Subset,one,linguistic,,,course,,,offer,,,1.0,0.0,local,non-local,det,https://www.cao.ie/?page=faq&type=offers&bb=haq,one,A,A,1.0,A,1.0,A,1.0,COURSE,COURSE,1.0,True,course,1.0,True,previous acceptance,0.0,False,parallel,course,offer,singular,singular,Accept the new offer by the 'Reply Date' if you prefer this course to the one that you have already accepted - this action automatically cancels your previous acceptance.,170,1,74,76,1,59,65,1,14,19,15,60,1
69.0,"The inclusion of policy makers in this education plan is not an obvious element, but nonetheless a crucial one.",Contrasting,one,linguistic,,,plan,,,element,,,0.0,1.0,non-local,local,adj,https://www.nae.edu/10948/RepRushHoltRemarks,one,B,B,1.0,B,1.0,A,0.0,ELEMENT,ELEMENT,1.0,True,inclusion,0.0,False,element,1.0,True,parallel,element,plan,singular,singular,"The inclusion of policy makers in this education plan is not an obvious element, but nonetheless a crucial one.",111,1,107,109,1,71,78,1,48,52,36,59,1
70.0,"It seems to me that if we hope to improve student knowledge of history, we should insist that future teachers of U.S. history be expected to demonstrate their knowledge of the subject before they teach it, by taking and passing a subject-matter test no less rigorous than the one that the students must take to graduate from high school.",Modifier Coordination,one,linguistic,,,test,,,subject,,,1.0,0.0,local,non-local,det,http://hnn.us/article/755,one,A,A,1.0,A,1.0,A,1.0,TEST,SUBJECT-MATTER TEST,0.0,False,subject-matter test,0.0,False,The test,0.0,True,parallel,test,subject,singular,singular,"It seems to me that if we hope to improve student knowledge of history, we should insist that future teachers of U.S. history be expected to demonstrate their knowledge of the subject before they teach it, by taking and passing a subject-matter test no less rigorous than the one that the students must take to graduate from high school.",337,1,276,278,1,244,248,2,229,236,32,47,1
71.0,I agree with Jonathan that the discussion about this article is a separate one from that going on over on my blog.,Subset,one,linguistic,,,article,,,discussion,,,0.0,1.0,local,non-local,adj,http://hnn.us/articles/1696.html,one,B,B,1.0,B,1.0,A,0.0,DISCUSSION,DISCUSSION,1.0,True,discussion,1.0,True,blog,0.0,False,parallel,discussion,article,singular,singular,I agree with Jonathan that the discussion about this article is a separate one from that going on over on my blog.,114,1,75,77,1,30,40,1,52,59,45,23,0
72.0,"The belief that buying stocks somehow, ipso facto, constitutes investment, without reference to what the money gets spent on, is a theological proposition, rather than an empirical one.",Contrasting,one,linguistic,,,proposition,,,belief,,,1.0,0.0,local,non-local,adj,http://hnn.us/articles/9989.html,one,A,A,1.0,A,1.0,A,1.0,PROPOSITION,PROPOSITION,1.0,True,proposition,1.0,True,Investment,0.0,False,parallel,proposition,belief,singular,singular,"The belief that buying stocks somehow, ipso facto, constitutes investment, without reference to what the money gets spent on, is a theological proposition, rather than an empirical one.",185,1,181,183,1,142,153,1,3,9,39,178,1
73.0,"They want us to decide: Do we or don't we want to know the percentage of gmos in supermarket products, do we or don't we accept gm crops next to conventional ones, do we or don't we like cloning, pesticides, family programming, cosmetic surgery etc etc?",Modifier Coordination,ones,linguistic,,,crops,,,products,,,1.0,0.0,local,non-local,adj,https://nadir.org/nadir/initiativ/agp/campanas/tierra/spectacle_of_biotechnology.html,ones,A,A,1.0,A,1.0,A,1.0,CROPS,CROPS,1.0,True,crops,1.0,True,conventional ones,0.0,False,parallel,crops,products,plural,plural,"They want us to decide: Do we or don't we want to know the percentage of gmos in supermarket products, do we or don't we accept gm crops next to conventional ones, do we or don't we like cloning, pesticides, family programming, cosmetic surgery etc etc?",253,1,158,161,1,130,135,1,92,100,28,66,1
74.0,"The NLM's historical collections also include items from the present day: born-digital materials and rich data sets–like the millions of records in its IndexCat database–that are ripe for exploration through traditional research methods and new ones that are emerging in the current climate of ""big data"" and the digital humanities.",Modifier Coordination,ones,linguistic,,,data sets,,,research methods,,,0.0,1.0,non-local,local,adj,http://hnn.us/tag/1945,ones,B,B,1.0,B,1.0,A,0.0,RESEARCH METHODS,RESEARCH METHODS,1.0,True,methods,0.0,True,traditional research methods and new ones,0.0,False,parallel,research methods,data sets,plural,plural,"The NLM's historical collections also include items from the present day: born-digital materials and rich data sets–like the millions of records in its IndexCat database–that are ripe for exploration through traditional research methods and new ones that are emerging in the current climate of ""big data"" and the digital humanities.",332,1,245,248,1,219,235,1,105,114,26,140,1
75.0,"Does anyone know of a multidisciplinary website with critical reviews of books, especially popular ones?",Subset,ones,linguistic,,,reviews,,,books,,,0.0,1.0,non-local,local,adj,http://hnn.us/articles/6641.html,ones,B,B,1.0,B,1.0,A,0.0,BOOKS,BOOKS,1.0,True,books,1.0,True,popular books,0.0,False,parallel,books,reviews,plural,plural,"Does anyone know of a multidisciplinary website with critical reviews of books, especially popular ones?",104,1,99,102,1,72,77,1,61,68,27,38,1
76.0,Truly popular and successful presidents would have no difficulty meeting these challenges; marginal ones would get the hint and enable a viable new candidate to step up.,Modifier Coordination,ones,linguistic,,,challenges,,,presidents,,,0.0,1.0,local,non-local,adj,http://hnn.us/articles/1480.html,ones,B,B,1.0,B,1.0,A,0.0,PRESIDENTS,PRESIDENTS,1.0,True,presidents,1.0,True,Marginal ones,0.0,False,parallel,presidents,challenges,plural,plural,Truly popular and successful presidents would have no difficulty meeting these challenges; marginal ones would get the hint and enable a viable new candidate to step up.,169,1,100,103,1,28,38,1,78,88,72,22,0
77.0,"Poke spots are basically the new Duane Reades in terms of their saturation on Manhattan streets now, so we don't usually call out most of the new ones.",Clausal or VP Coordination,ones,linguistic,,,Poke spots,,,Duane Reades,,,1.0,0.0,non-local,local,adj,https://www.theinfatuation.com/new-york/reviews/humble-fish,ones,A,A,1.0,A,1.0,A,1.0,POKE SPOTS,POKE SPOTS,1.0,True,ones,0.0,False,"Poke spots, Duane Reades, Manhattan streets, new ones",0.0,False,parallel,Poke spots,Duane Reades,plural,plural,"Poke spots are basically the new Duane Reades in terms of their saturation on Manhattan streets now, so we don't usually call out most of the new ones.",151,1,146,149,0,0,9,1,32,44,146,114,0
78.0,I can attest to Mr. Hagedorn's suggestion that those historians who hold more conservative views (or even liberal ones but supported the war) were cautioned by elder faculty members who also held those views to stay discretely silent if they wanted to be sure of getting tenure.,Modifier Coordination,ones,linguistic,,,historians,,,views,,,0.0,1.0,non-local,local,adj,http://hnn.us/articles/1406.html,ones,B,B,1.0,B,1.0,A,0.0,VIEWS,VIEWS,1.0,True,historians,0.0,False,"historians, views, war, tenure, faculty members, views, silence, tenure",0.0,False,parallel,views,historians,plural,plural,I can attest to Mr. Hagedorn's suggestion that those historians who hold more conservative views (or even liberal ones but supported the war) were cautioned by elder faculty members who also held those views to stay discretely silent if they wanted to be sure of getting tenure.,278,1,114,117,1,90,95,1,52,62,24,62,1
79.0,Under the existing translations policy each language community has the option to translate some or all of the English language stories or to develop entirely new ones in order to maximize the identification of addicts seeking recovery in that culture. ,non-parallel,ones,linguistic,,,stories,,,translations,,,1.0,0.0,local,non-local,adj,https://www.na.org/?ID=reports-nawsnews-en-usnaws21,ones,A,A,1.0,A,1.0,A,1.0,STORIES,STORIES,1.0,True,stories,1.0,True,English language stories,0.0,False,non-parallel,stories,translations,plural,plural,Under the existing translations policy each language community has the option to translate some or all of the English language stories or to develop entirely new ones in order to maximize the identification of addicts seeking recovery in that culture. ,252,1,162,165,1,126,133,1,18,30,36,144,1
80.0,The cascade defines an ordered sequence of style sheets where rules in later sheets have greater precedence than earlier ones.,Modifier Coordination,ones,linguistic,,,sheets,,,rules,,,1.0,0.0,local,non-local,adj,https://www.w3.org/TR/WD-style-970324,ones,A,A,1.0,A,1.0,A,1.0,SHEETS,STYLE SHEETS,0.0,True,sheets,1.0,True,style sheets,0.0,True,parallel,sheets,rules,plural,plural,The cascade defines an ordered sequence of style sheets where rules in later sheets have greater precedence than earlier ones.,126,1,121,124,2,76,82,1,61,66,45,60,1
81.0,"Lou-Shu's father seems to've installed a whole array of these pumps and was using them, not only to irrigate existing fields, but also to open up new ones.",Modifier Coordination,ones,linguistic,,,fields,,,pumps,,,1.0,0.0,local,non-local,adj,https://www.uh.edu/engines/epi2004.htm,ones,A,A,1.0,A,1.0,A,1.0,FIELDS,FIELDS,1.0,True,fields,1.0,True,Pumps,0.0,False,parallel,fields,pumps,plural,plural,"Lou-Shu's father seems to've installed a whole array of these pumps and was using them, not only to irrigate existing fields, but also to open up new ones.",155,1,150,153,1,117,123,1,61,66,33,89,1
82.0,"But, according to these theories, what we ought to desire by way of fundamental moral rules is in the end a matter of which rules we would choose under certain idealized and depersonalized conditions in which we suspend our deepest convictions in order to imagine ourselves with very different ones.",non-parallel,ones,linguistic,,,conditions,,,convictions,,,0.0,1.0,non-local,local,adj,https://www3.nd.edu/~afreddos/papers/kavanaugh.htm,ones,B,B,1.0,B,1.0,A,0.0,CONVICTIONS,CONVICTIONS,1.0,True,convictions,1.0,True,Moral rules,0.0,False,non-parallel,convictions,conditions,plural,plural,"But, according to these theories, what we ought to desire by way of fundamental moral rules is in the end a matter of which rules we would choose under certain idealized and depersonalized conditions in which we suspend our deepest convictions in order to imagine ourselves with very different ones.",299,1,294,297,1,231,242,1,188,198,63,106,1
83.0,Although the basis for the current negotiations between Israel and the Arabs is that the conflict is not a religious dispute but rather a political one.,Contrasting,one,linguistic,,,conflict,,,dispute,,,0.0,1.0,non-local,local,adj,http://hnn.us/article/1538,one,B,B,1.0,A,0.0,A,0.0,DISPUTE,POLITICAL DISPUTE,0.0,True,conflict,0.0,False,conflict,0.0,False,parallel,dispute,conflict,singular,singular,Although the basis for the current negotiations between Israel and the Arabs is that the conflict is not a religious dispute but rather a political one.,152,1,148,150,1,116,123,1,88,96,32,60,1
84.0,"For, I believe, the very first time I began the last Circle with a theme in mind for the next one!",Modifier Coordination,one,linguistic,,,theme,,,Circle,,,0.0,1.0,local,non-local,adj,http://www.mgl.ca/~jhcole/oct02.html,one,B,B,1.0,B,1.0,A,0.0,CIRCLE,CIRCLE,1.0,True,Circle,1.0,True,Circle,1.0,True,parallel,Circle,theme,singular,singular,"For, I believe, the very first time I began the last Circle with a theme in mind for the next one!",98,1,94,96,1,52,58,1,66,71,42,28,0
85.0,"The ICA President stressed out this conference is a landmark in ICA history as it is the first one in Africa, and encouraged EB representatives to widely publicize it to their members and networks.",Subset,one,linguistic,,,conference,,,landmark,,,1.0,0.0,non-local,local,det,https://www.ica.org/en/ica-executive-board-2018-in-vincennes-summary,one,A,A,1.0,A,1.0,A,1.0,CONFERENCE,CONFERENCE,1.0,True,conference,1.0,True,conference,1.0,True,parallel,conference,landmark,singular,singular,"The ICA President stressed out this conference is a landmark in ICA history as it is the first one in Africa, and encouraged EB representatives to widely publicize it to their members and networks.",197,1,95,97,1,35,45,1,51,59,60,44,0
86.0,"Launched in 2014, it allows students to choose a reusable plastic clamshell, with reusable cutlery, instead of a disposable one when getting takeout from university residences.",Contrasting,one,linguistic,,,cutlery,,,clamshell,,,0.0,1.0,local,non-local,adj,https://www.cbc.ca/news/science/zero-waste-takeout-1.4867042,one,B,B,1.0,B,1.0,A,0.0,CLAMSHELL,DISPOSABLE CLAMSHELL,0.0,True,clamshell,1.0,True,takeout,0.0,False,parallel,clamshell,cutlery,singular,singular,"Launched in 2014, it allows students to choose a reusable plastic clamshell, with reusable cutlery, instead of a disposable one when getting takeout from university residences.",176,1,124,126,1,65,74,1,90,97,59,34,0
87.0,I hope that these pages reflect this love and make your visit to our small piece of cyberspace an enjoyable one!,Subset,one,linguistic,,,visit,,,cyberspace,,,1.0,0.0,non-local,local,adj,https://www.educaedu.org/schools/sambala-samba-school-uni316,one,A,A,1.0,A,1.0,A,1.0,VISIT,VISIT,1.0,True,visit,1.0,True,Our small piece of cyberspace,0.0,False,parallel,visit,cyberspace,singular,singular,I hope that these pages reflect this love and make your visit to our small piece of cyberspace an enjoyable one!,112,1,108,110,1,55,60,1,83,93,53,25,0
88.0,"Can you try adding the same cert in the new key database, if it gets added into that then you would be clear that the cert exists in the older one!",Modifier Coordination,one,linguistic,,,cert,,,(key) database,,,0.0,1.0,local,non-local,adj,http://www.mqseries.net/phpBB2/viewtopic.php?t=55633&start=0,one,B,B,1.0,B,1.0,A,0.0,(KEY) DATABASE,KEY DATABASE,0.0,True,cert,0.0,False,older key database,0.0,True,parallel,(key) database,cert,singular,singular,"Can you try adding the same cert in the new key database, if it gets added into that then you would be clear that the cert exists in the older one!",147,1,143,145,0,44,55,2,117,121,99,26,0
89.0,Every single time there's a scene in a movie where a woman gets the upper hand over some idiot male in her life (the one that comes to mind is Bridget...),non-parallel,one,linguistic,,,scene,,,movie,,,1.0,0.0,non-local,local,det,http://www.jtl.us/wp/?cat=8,one,A,A,1.0,A,1.0,A,1.0,SCENE,BRIDGET,0.0,False,Bridget,0.0,False,Bridget Jones,0.0,False,non-parallel,scene,movie,singular,singular,Every single time there's a scene in a movie where a woman gets the upper hand over some idiot male in her life (the one that comes to mind is Bridget...),154,1,117,119,1,27,32,1,38,43,90,79,0
