ID,text,parallelism,licensor,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,NPE-licensor category,URL,target,expected_answer_2afc,gpt_answer_2afc,correct_gpt_2afc,Gemma_LoRA_answer_2afc,correct_gemma_2afc,llama_answer_2afc,correct_llama_2afc,expected_answer_openended,gpt_answer_openended,correct_gpt_openended,recheck_gpt_openended,Gemma_LoRA_answer_openended,correct_gemma_openended,recheck_gemma_openended,llama_answer_openended,correct_llama_openended,recheck_llama_openended,is_parallel,clean_text,len_text,n_npes,npe_start,npe_end,TA,CF,n_TA,TA_start,TA_end,n_CF,CF_start,CF_end,dist_TA_ao,dist_CF_ao,is_TA_closer
49.0,"Please note: pile officials do not condone spontaneous gatherings, particularly any that may affect pile meltation.",Subset,any,,,spontaneous gatherings,,,pile officials,,,1.0,0.0,local,non-local,det,http://www2.unb.ca/cemar/saunders/Piles/pile05.html,any,A,A,1.0,A,1.0,A,1.0,SPONTANEOUS GATHERINGS,SPONTANEOUS GATHERINGS,1.0,True,gatherings,0.0,True,gatherings,0.0,True,parallel,"Please note: pile officials do not condone spontaneous gatherings, particularly any that may affect pile meltation.",115,1,80,82,spontaneous gatherings,pile officials,1,42,64,1,12,26,38,68,1
50.0,This is the chief reason why Professor James claims that the empirical attitude which Pragmatism takes up is more radical and at the same time less objectionable than any that Empiricism has hitherto assumed.,Subset,any,,,time,,,attitude,,,0.0,1.0,local,non-local,det,https://www3.nd.edu/~maritain/jmc/etext/walker11.htm,any,B,B,1.0,A,0.0,A,0.0,ATTITUDE,EMPIRICISM,0.0,False,Empiricism,0.0,False,Empiricism,0.0,False,parallel,This is the chief reason why Professor James claims that the empirical attitude which Pragmatism takes up is more radical and at the same time less objectionable than any that Empiricism has hitherto assumed.,208,1,167,169,attitude,time,1,70,78,1,137,141,97,30,0
51.0,"Pragmatism which began as a method for 'making our ideas clear,' has ended by offering us a theory of knowledge which is more ambiguous than any that ever existed before, so ambiguous, indeed, that its founder has renounced it and changed the name of his own more intelligible and more practical method to Pragmaticism. ",Subset,any,,,theory of knowledge,,,method,,,1.0,0.0,local,non-local,det,https://www3.nd.edu/~maritain/jmc/etext/walker24.htm,any,A,A,1.0,A,1.0,A,1.0,THEORY OF KNOWLEDGE,THEORY OF KNOWLEDGE,1.0,True,theory of knowledge,1.0,True,Theories of knowledge,0.0,True,parallel,"Pragmatism which began as a method for 'making our ideas clear,' has ended by offering us a theory of knowledge which is more ambiguous than any that ever existed before, so ambiguous, indeed, that its founder has renounced it and changed the name of his own more intelligible and more practical method to Pragmaticism. ",320,1,141,143,theory of knowledge,method,1,91,110,1,27,33,50,114,1
52.0,"There is recognition in the literature that of the large number of continuous queries issued by users, many are similar. ",Subset,many,,,users,,,queries,,,0.0,1.0,local,non-local,det,http://www2003.org/cdrom/papers/poster/p055/p55_ngws.html,many,B,B,1.0,B,1.0,A,0.0,QUERIES,CONTINUOUS QUERIES,0.0,True,queries,1.0,True,queries,1.0,True,parallel,"There is recognition in the literature that of the large number of continuous queries issued by users, many are similar. ",121,1,103,106,queries,users,1,77,84,1,95,100,26,8,0
53.0,"Museums normally pride themselves on the accessibility of their physical buildings but many have yet to make an equivalent effort for their online facilities, despite the fact that legislation is in the offing or already exists in most developed countries.",Clausal or VP Coordination,many,,,Museums,,,buildings,,,1.0,0.0,non-local,local,det,http://www2003.org/cdrom/papers/poster/p335/p335-bowen.html,many,A,A,1.0,A,1.0,A,1.0,MUSEUMS,MUSEUMS,1.0,True,museums,1.0,True,Museums,1.0,True,parallel,"Museums normally pride themselves on the accessibility of their physical buildings but many have yet to make an equivalent effort for their online facilities, despite the fact that legislation is in the offing or already exists in most developed countries.",256,1,87,90,Museums,buildings,0,0,6,1,72,81,87,15,0
54.0,Perhaps this is the excuse being lined up when EULEX is forced to explain on what basis or evidence is there for these terrorist actions - we lost the paperwork can you wait while make up some!,non-parallel,some,,,excuse,,,paperwork,,,0.0,1.0,non-local,local,det,https://www.b92.net/eng/comments.php?nav_id=106923,some,B,A,0.0,A,0.0,A,0.0,PAPERWORK,EXCUSE,0.0,False,evidence,0.0,True,Evidence,0.0,True,non-parallel,Perhaps this is the excuse being lined up when EULEX is forced to explain on what basis or evidence is there for these terrorist actions - we lost the paperwork can you wait while make up some!,193,1,188,191,paperwork,excuse,1,150,159,1,19,25,38,169,1
55.0,"Insurance agents suggest to their policyholders to have a home inventory, but few have the time or desire to complete the task.",Clausal or VP Coordination,few,,,policyholders,,,agents,,,1.0,0.0,local,non-local,det,https://www.cbc.ca/news/canada/ottawa/oph-contact-tracing-app-1.5539250,few,A,A,1.0,A,1.0,A,1.0,POLICYHOLDERS,POLICYHOLDERS,1.0,True,policyholders,1.0,True,policyholders,1.0,True,parallel,"Insurance agents suggest to their policyholders to have a home inventory, but few have the time or desire to complete the task.",127,1,78,80,policyholders,agents,1,33,46,1,9,15,45,69,1
56.0,"Today, one often hears people refer to the entire decade of the eighties as the ""me decade"" as if during that period of time Americans were somehow more self-centered and money hungry than during any that came before it.",Subset,any,,,time,,,period,,,0.0,1.0,local,non-local,det,http://www.leaderu.com/orgs/probe/docs/stairway.html,any,B,B,1.0,A,0.0,A,0.0,PERIOD,DECADE,0.0,True,decade,0.0,True,Decades,0.0,True,parallel,"Today, one often hears people refer to the entire decade of the eighties as the ""me decade"" as if during that period of time Americans were somehow more self-centered and money hungry than during any that came before it.",220,1,196,198,period,time,1,109,115,1,119,123,87,77,0
57.0,And the live performance of songs from All That You Can't Leave Behind offer an emotional experience equal to any that U2 have offered down the years. ,Subset,any,,,live performance,,,emotional experience,,,0.0,1.0,non-local,local,det,https://www.u2.com/news/title/elevation_2001_even_lightning_doesnt_stop_this_band_1435/,any,B,B,1.0,B,1.0,A,0.0,EMOTIONAL EXPERIENCE,EMOTIONAL EXPERIENCE,1.0,True,experience,0.0,True,years,0.0,False,parallel,And the live performance of songs from All That You Can't Leave Behind offer an emotional experience equal to any that U2 have offered down the years. ,151,1,110,112,emotional experience,live performance,1,79,99,1,7,23,31,103,1
58.0,"""There are other versions of a poem or song of the same cadence, but the words are slightly different from any that I've ever seen in the particular version from Gerald's notebook,"" he said. ",Subset,any,,,words,,,versions,,,1.0,0.0,local,non-local,det,https://www.cbc.ca/news/canada/new-brunswick/zombies-world-war-two-poem-reveals-1.5212415,any,A,A,1.0,A,1.0,A,1.0,WORDS,VERSIONS,0.0,False,words,1.0,True,Gerald's notebook,0.0,False,parallel,"""There are other versions of a poem or song of the same cadence, but the words are slightly different from any that I've ever seen in the particular version from Gerald's notebook,"" he said. ",191,1,107,109,words,versions,1,72,77,1,16,24,35,91,1
59.0,"Some health units were already offering this age group appointments, but any that have not yet begun can start in the morning, officials said.",Clausal or VP Coordination,any,,,health units,,,appointments,,,1.0,0.0,non-local,local,det,https://www.cbc.ca/news/canada/toronto/covid-19-ontario-april-6-2021-vaccine-rollout-update-1.5976416,any,A,A,1.0,A,1.0,A,1.0,HEALTH UNITS,HEALTH UNITS,1.0,True,health units,1.0,True,Units,0.0,True,parallel,"Some health units were already offering this age group appointments, but any that have not yet begun can start in the morning, officials said.",142,1,73,75,health units,appointments,1,4,16,1,54,66,69,19,0
60.0,"I do note, though that in all of his thousands of photographs of western landscapes which I have seen, I have never taken note of any that include expanding trails such as the ones I have shot myself. ",Contrasting,any,,,landscapes,,,photographs,,,0.0,1.0,local,non-local,det,http://www.lacarte.org/health/chemtrails/patterns/,any,B,B,1.0,B,1.0,A,0.0,PHOTOGRAPHS,PHOTOGRAPHS,1.0,True,trails,0.0,False,trails,0.0,False,parallel,"I do note, though that in all of his thousands of photographs of western landscapes which I have seen, I have never taken note of any that include expanding trails such as the ones I have shot myself. ",201,1,130,132,photographs,landscapes,1,49,60,1,72,82,81,58,0
61.0,"Developments at the country's largest and most prestigious public university system, the University of California, furnish as good an indication as any that American conservatives, who have captured all branches of the government, are determined to eviscerate the university as perhaps the sole remaining site of dissent in American life.",Subset,any,,,indication,,,university system,,,1.0,0.0,local,non-local,det,https://www.epw.in/journal/2006/29/letter-america-columns/terror-academys-gate.html,any,A,A,1.0,A,1.0,A,1.0,INDICATION,INDICATION,1.0,True,indication,1.0,True,the university,0.0,False,parallel,"Developments at the country's largest and most prestigious public university system, the University of California, furnish as good an indication as any that American conservatives, who have captured all branches of the government, are determined to eviscerate the university as perhaps the sole remaining site of dissent in American life.",338,1,148,150,indication,university system,1,133,143,1,65,82,15,83,1
62.0,CAT items have been exhaustively trialled on large samples of children; any that exhibited odd characteristics or showed evidence of sex or ethnic bias were discarded.,Subset,any,,,samples,,,CAT items,,,0.0,1.0,local,non-local,det,http://edev.ie/CATfaq.html,any,B,B,1.0,B,1.0,A,0.0,CAT ITEMS,CAT ITEMS,1.0,True,items,0.0,True,items,0.0,True,parallel,CAT items have been exhaustively trialled on large samples of children; any that exhibited odd characteristics or showed evidence of sex or ethnic bias were discarded.,167,1,72,74,CAT items,samples,0,0,8,1,50,57,72,22,0
63.0,Individually inspect each track for damage or cracking and replace any that have signs of damage.,Clausal or VP Coordination,any,,,track,,,damage,,,1.0,0.0,non-local,local,det,https://www.brio.uk/product-care,any,A,A,1.0,A,1.0,A,1.0,TRACK,TRACKS,0.0,True,tracks,0.0,True,tracks,0.0,True,parallel,Individually inspect each track for damage or cracking and replace any that have signs of damage.,97,1,67,69,track,damage,1,25,30,1,35,41,42,32,0
64.0,"We just added new features to Duo Platform Edition that give you complete insight into all of your devices, flag any that may be running out of date or vulnerable browsers or plugins, and give you the option to notify your users and let them update their device software.",Subset,any,,,features,,,devices,,,0.0,1.0,non-local,local,det,https://duo.com/blog?page=74,any,B,B,1.0,B,1.0,A,0.0,DEVICES,DEVICES,1.0,True,devices,1.0,True,Devices,1.0,True,parallel,"We just added new features to Duo Platform Edition that give you complete insight into all of your devices, flag any that may be running out of date or vulnerable browsers or plugins, and give you the option to notify your users and let them update their device software.",271,1,113,115,devices,features,1,98,105,1,17,25,15,96,1
65.0,"We will immediately delete any purely abusive postings which appear in the groups, and we would appreciating knowing of any that you may encounter.",Clausal or VP Coordination,any,,,abusive postings,,,groups,,,1.0,0.0,non-local,local,det,https://www.grc.com/discussions.htm,any,A,A,1.0,A,1.0,A,1.0,ABUSIVE POSTINGS,POSTINGS,0.0,True,postings,0.0,True,postings,0.0,True,parallel,"We will immediately delete any purely abusive postings which appear in the groups, and we would appreciating knowing of any that you may encounter.",147,2,120,122,abusive postings,groups,1,37,53,1,74,80,83,46,0
66.0,"Though there are many who continue to claim the name as theirs, the original had more strategic intelligence and effect on our community than any that have followed. ",Subset,any,,,effect,,,name,,,0.0,1.0,local,non-local,det,http://www.s6k.com/page.cfm?xid=1664679,any,B,B,1.0,A,0.0,A,0.0,NAME,CLAIMS,0.0,False,that,0.0,False,the name,0.0,True,parallel,"Though there are many who continue to claim the name as theirs, the original had more strategic intelligence and effect on our community than any that have followed. ",166,1,142,144,name,effect,1,47,51,1,112,118,95,30,0
67.0,"He would not agree to court rulings that make things worse but also would not agree to any that undo long-standing damage when that damage has become an entrenched part of American jurisprudence and society, as Roe has.",Clausal or VP Coordination,any,,,rulings,,,things,,,1.0,0.0,non-local,local,det,http://www.lpca.us/Stick%20by%20Roberts.htm,any,A,A,1.0,A,1.0,A,1.0,RULINGS,COURT RULINGS,0.0,True,rulings,1.0,True,Court rulings,0.0,True,parallel,"He would not agree to court rulings that make things worse but also would not agree to any that undo long-standing damage when that damage has become an entrenched part of American jurisprudence and society, as Roe has.",219,1,87,89,rulings,things,1,27,34,1,45,51,60,42,0
68.0,"Do a thorough review of your coverages to make sure you have insurance in place for exposures that are critical to the survival of your business, and to eliminate any that are no longer needed. ",Clausal or VP Coordination,any,,,business,,,insurance,,,0.0,1.0,local,non-local,det,https://www.pmq.com/the-coming-insurance-crisis,any,B,B,1.0,B,1.0,A,0.0,INSURANCE,COVERAGES,0.0,True,exposures,0.0,False,exposures,0.0,False,parallel,"Do a thorough review of your coverages to make sure you have insurance in place for exposures that are critical to the survival of your business, and to eliminate any that are no longer needed. ",194,1,163,165,insurance,business,1,60,69,1,135,143,103,28,0
69.0,"Peter asserts, entirely peculiarly, that I ""will be pleased"" to hear from him that the Trust Staff are already working on a do-it-yourself Reform, or rather on convincing the world that theren't ""any that can be made"".",non-parallel,any,,,Reform,,,world,,,1.0,0.0,non-local,local,det,http://alcy.ca/seeking-trust-transformation.html,any,A,A,1.0,A,1.0,A,1.0,REFORM,REFORMS,0.0,True,Reforms,0.0,True,Trust Staff,0.0,False,non-parallel,"Peter asserts, entirely peculiarly, that I ""will be pleased"" to hear from him that the Trust Staff are already working on a do-it-yourself Reform, or rather on convincing the world that theren't ""any that can be made"".",218,0,196,198,Reform,world,1,138,144,1,174,179,58,22,0
70.0,"Before an idled pipeline can resume operations, it must be inspected and comply with regulations, including any that are adopted while the pipeline was idled.",Subset,any,,,operations,,,regulations,,,0.0,1.0,non-local,local,det,https://www.vnf.com/pipeline-safety-update-issue-no-163,any,B,B,1.0,B,1.0,A,0.0,REGULATIONS,REGULATIONS,1.0,True,regulations,1.0,True,Regulations,1.0,True,parallel,"Before an idled pipeline can resume operations, it must be inspected and comply with regulations, including any that are adopted while the pipeline was idled.",158,1,108,110,regulations,operations,1,84,95,1,35,45,24,73,1
71.0,And this year's presidential campaign has included more extensive outreach to Hmong voters than any that's come before.,Subset,any,,,outreach,,,campaign,,,0.0,1.0,local,non-local,det,https://www.wpr.org/hmong-voters-could-be-key-winning-wisconsin-heres-how-organizers-are-reaching-them,any,B,B,1.0,A,0.0,A,0.0,CAMPAIGN,PRESIDENTIAL CAMPAIGN,0.0,True,campaigns,0.0,True,presidential campaign,0.0,True,parallel,And this year's presidential campaign has included more extensive outreach to Hmong voters than any that's come before.,119,1,96,98,campaign,outreach,1,28,36,1,65,73,68,31,0
72.0,"The work that today's generation is doing is every bit as challenging, every bit as noble, and every bit as vital to our security as any that came before.",Subset,any,,,generation,,,work,,,0.0,1.0,local,non-local,det,http://www.lpca.us/President%20Bush%20Visits%20Dayton%20Ohio%20Discusses%20Global%20War%20on%20Terror3272008.htm,any,B,B,1.0,B,1.0,A,0.0,WORK,WORK,1.0,True,work,1.0,True,previous generations,0.0,False,parallel,"The work that today's generation is doing is every bit as challenging, every bit as noble, and every bit as vital to our security as any that came before.",154,1,133,135,work,generation,1,3,7,1,21,31,130,112,0
73.0,"And we express our gratitude for a new generation of Americans, every bit as selfless and dedicated to liberty as any that has gone on before -- a dedication exemplified by the sacrifice and valor of Sergeant First Class Paul Ray Smith.",Subset,any,,,generation,,,bit,,,1.0,0.0,non-local,local,det,http://www.lpca.us/President%20Presents%20Medal%20of%20Honor%20to%20Sergeant%20First%20Class%20Paul%20Ray%20Smith.htm,any,A,A,1.0,A,1.0,A,1.0,GENERATION,GENERATION OF AMERICANS,0.0,True,generation,1.0,True,Generations of Americans,0.0,True,parallel,"And we express our gratitude for a new generation of Americans, every bit as selfless and dedicated to liberty as any that has gone on before -- a dedication exemplified by the sacrifice and valor of Sergeant First Class Paul Ray Smith.",236,1,114,116,generation,bit,1,38,48,1,69,72,76,45,0
74.0,"Brahms's first symphony is somehow much more mature than Beethoven's symphonies ever manage to be, a clear advancement in the form unlike any that his contemporaries had managed.",Subset,any,,,form ,,,advancement,,,0.0,1.0,local,non-local,det,https://thetech.com/2009/03/31/hhs320-v129-n15,any,B,B,1.0,A,0.0,A,0.0,ADVANCEMENT,HIS CONTEMPORARIES,0.0,False,advancement,1.0,True,contemporaries,0.0,False,parallel,"Brahms's first symphony is somehow much more mature than Beethoven's symphonies ever manage to be, a clear advancement in the form unlike any that his contemporaries had managed.",178,1,138,140,advancement,form,1,106,117,1,125,129,32,13,0
75.0,"If Amazon were to have a cross-site scripting flaw, it would be possible for third parties to capture Amazon user cookies on the fly while they were logged in, immediately open a session using their cookie, thus completely impersonating them to Amazon, and then buy a whole bunch of stuff using their credit card because that's all stored by Amazon and you're never required to enter that again, and then add a mailing address other than where you want, you know, other than your default or any that you've used in the past.",Contrasting,any,,,mailing address,,,credit card,,,1.0,0.0,local,non-local,det,https://www.grc.com/sn/sn-086.htm,any,A,A,1.0,A,1.0,A,1.0,MAILING ADDRESS,MAILING ADDRESS,1.0,True,mailing address,1.0,True,past,0.0,False,parallel,"If Amazon were to have a cross-site scripting flaw, it would be possible for third parties to capture Amazon user cookies on the fly while they were logged in, immediately open a session using their cookie, thus completely impersonating them to Amazon, and then buy a whole bunch of stuff using their credit card because that's all stored by Amazon and you're never required to enter that again, and then add a mailing address other than where you want, you know, other than your default or any that you've used in the past.",524,1,491,493,mailing address,credit card,1,410,425,1,300,311,81,191,1
76.0,"And we still end up with this notion of their actually being chosen at random, even though, again, if an attacker had perfect knowledge of the fact that we had chosen a good key, they would know not to guess any that we had already chosen.",Clausal or VP Coordination,any,,,fact,,,key,,,0.0,1.0,non-local,local,det,https://www.grc.com/sn/sn-117.htm,any,B,B,1.0,B,1.0,A,0.0,KEY,KEYS,0.0,True,keys,0.0,True,any previously chosen keys,0.0,True,parallel,"And we still end up with this notion of their actually being chosen at random, even though, again, if an attacker had perfect knowledge of the fact that we had chosen a good key, they would know not to guess any that we had already chosen.",239,1,208,210,key,fact,1,173,176,1,142,146,35,66,1
77.0,"A number of recent SAUL graduates have sought out alternate paths to practice, i.e. some have chosen to work solely on self-generated projects and design-build projects. ",Subset,some,,,graduates,,,paths,,,1.0,0.0,non-local,local,det,https://www.ul.ie/scieng/school-architecture-faq,some,A,A,1.0,A,1.0,A,1.0,GRADUATES,SAUL GRADUATES,0.0,True,graduates,1.0,True,SAUL graduates,0.0,True,parallel,"A number of recent SAUL graduates have sought out alternate paths to practice, i.e. some have chosen to work solely on self-generated projects and design-build projects. ",170,1,84,87,graduates,paths,1,23,32,1,59,64,61,25,0
78.0,"British scientists at the Meteorological Office and in universities have studied this complicated fluid in various ways: some have focused on weather data – producing maps of patterns and trends, others have conducted 'thought experiments' and solved mathematical equations of 'motion', others have even photographed the behaviour of droplets in clouds. ",Subset,some,,,ways,,,scientists,,,0.0,1.0,local,non-local,det,https://www.bl.uk/voices-of-science/themes/weather,some,B,B,1.0,B,1.0,A,0.0,SCIENTISTS,SCIENTISTS,1.0,True,scientists,1.0,True,"British scientists, others, others, others, others, others, others, others, others, others",0.0,False,parallel,"British scientists at the Meteorological Office and in universities have studied this complicated fluid in various ways: some have focused on weather data – producing maps of patterns and trends, others have conducted 'thought experiments' and solved mathematical equations of 'motion', others have even photographed the behaviour of droplets in clouds. ",354,1,121,124,scientists,ways,1,7,17,1,114,118,114,7,0
79.0,"Here in Ireland over the past eighteen months asylum seekers have been organising protests against the conditions they are compelled to live in, including blockading the 'hostels' (effectively for-profit open prisons) where they are forced to live in appalling conditions, which some have been made to endure for over a decade.",non-parallel,some,,,asylum seekers,,,conditions,,,1.0,0.0,non-local,local,det,http://wsm.ie/asylum,some,A,A,1.0,A,1.0,A,1.0,ASYLUM SEEKERS,ASYLUM SEEKERS,1.0,True,asylum seekers,1.0,True,Those who have been made to endure for over a decade,0.0,False,non-parallel,"Here in Ireland over the past eighteen months asylum seekers have been organising protests against the conditions they are compelled to live in, including blockading the 'hostels' (effectively for-profit open prisons) where they are forced to live in appalling conditions, which some have been made to endure for over a decade.",327,1,279,282,asylum seekers,conditions,1,45,59,2,260,270,234,19,0
80.0,"These species complexes are clusters of recently radiated, morphologically indistinguishable, and very closely related species whose members nevertheless differ sufficiently in behaviors and physiologies that some have limited geographic distributions and minor or no contributions to malaria transmission while others in the same complex are broadly distributed and dominant species with ferocious roles in transmission. ",non-parallel,some,,,physiologies,,,species,,,0.0,1.0,local,non-local,det,https://www3.nd.edu/~nbesansk/,some,B,B,1.0,B,1.0,A,0.0,SPECIES,SPECIES,1.0,True,species,1.0,True,Members of the complex,0.0,False,non-parallel,"These species complexes are clusters of recently radiated, morphologically indistinguishable, and very closely related species whose members nevertheless differ sufficiently in behaviors and physiologies that some have limited geographic distributions and minor or no contributions to malaria transmission while others in the same complex are broadly distributed and dominant species with ferocious roles in transmission. ",422,1,209,212,species,physiologies,2,118,125,1,190,202,91,19,0
81.0,"Words carry the imputations of their users, and change flavours depending on when and where they appear, so there aren't any that I permanently like or dislike. ",Clausal or VP Coordination,any,,,Words,,,imputations ,,,1.0,0.0,non-local,local,det,http://www.qlrs.com/interview.asp?id=1436,any,A,A,1.0,A,1.0,A,1.0,WORDS,WORDS,1.0,True,words,1.0,True,None,0.0,False,parallel,"Words carry the imputations of their users, and change flavours depending on when and where they appear, so there aren't any that I permanently like or dislike. ",161,1,121,123,Words,imputations,0,0,4,1,15,26,121,106,0
82.0,All our programmes are taught exclusively by experienced academic staff and many have been awarded prizes for Excellence in Teaching.,Clausal or VP Coordination,many,,,staff,,,programmes,,,0.0,1.0,local,non-local,det,https://www.ul.ie/about-ul/top-10-reasons-choose-ul,many,B,A,0.0,A,0.0,A,0.0,PROGRAMMES,PROGRAMMES,1.0,True,programmes,1.0,True,Academic staff,0.0,False,parallel,All our programmes are taught exclusively by experienced academic staff and many have been awarded prizes for Excellence in Teaching.,133,1,76,79,programmes,staff,1,7,17,1,65,70,69,11,0
83.0,"The majority of patients assigned to students in the programme have a chronic illness e.g. Diabetes, Cystic Fibrosis, Multiple Sclerosis and many have multiple illnesses.",Clausal or VP Coordination,many,,,patients,,,students,,,1.0,0.0,non-local,local,det,https://www.ul.ie/courses/bachelor-medicine-bachelor-surgery-graduate-entry,many,A,A,1.0,A,1.0,A,1.0,PATIENTS,PATIENTS,1.0,True,illnesses,0.0,False,Patients,1.0,True,parallel,"The majority of patients assigned to students in the programme have a chronic illness e.g. Diabetes, Cystic Fibrosis, Multiple Sclerosis and many have multiple illnesses.",170,1,141,144,patients,students,1,15,23,1,36,44,126,105,0
84.0,"Major progress has been made on the X.Org Documentation modernization - most of the library and protocol specifications are now included in the modules for those libraries and protocols so they can be updated in sync with new versions, and many have been converted to DocBook XML from the variety of formats they were previously in.",Clausal or VP Coordination,many,,,versions,,,specifications,,,0.0,1.0,local,non-local,det,https://www.x.org/wiki/Other/Press/X11R76Released/,many,B,B,1.0,B,1.0,A,0.0,SPECIFICATIONS,LIBRARY AND PROTOCOL SPECIFICATIONS,0.0,True,specifications,1.0,True,specifications,1.0,True,parallel,"Major progress has been made on the X.Org Documentation modernization - most of the library and protocol specifications are now included in the modules for those libraries and protocols so they can be updated in sync with new versions, and many have been converted to DocBook XML from the variety of formats they were previously in.",332,1,240,243,specifications,versions,1,104,118,1,225,233,136,15,0
85.0,"Construction began on Old St. Paul's Cathedral in London (actually the fourth attempt at a church named for Paul in that spot, the previous three having been destroyed) in 1087, the same year much of the city was devastated by fire, and was delayed by a blaze in 1135.",Subset,three,,,attempt,,,church,,,1.0,0.0,non-local,local,det,http://hnn.us/article/171747,three,A,B,0.0,B,0.0,A,1.0,ATTEMPT,ATTEMPTS,0.0,True,attempts,0.0,True,previous churches,0.0,False,parallel,"Construction began on Old St. Paul's Cathedral in London (actually the fourth attempt at a church named for Paul in that spot, the previous three having been destroyed) in 1087, the same year much of the city was devastated by fire, and was delayed by a blaze in 1135.",268,1,140,144,attempt,church,1,77,84,1,90,96,63,50,0
86.0,"But out of the dozens of programs I have participated in, with costumed historical interpreters, only three have staffed the kitchen with someone depicting an African American cook. ",Subset,three,,,interpreters,,,programs,,,0.0,1.0,local,non-local,det,http://hnn.us/article/173870,three,B,B,1.0,B,1.0,A,0.0,PROGRAMS,PROGRAMS,1.0,True,programs,1.0,True,Programs,1.0,True,parallel,"But out of the dozens of programs I have participated in, with costumed historical interpreters, only three have staffed the kitchen with someone depicting an African American cook. ",182,1,102,106,programs,interpreters,1,24,32,1,82,94,78,20,0
87.0,"Fourteen people were arrested in the over the weekend, Five adults were charged with disorderly behaviour and out of nine juveniles arrested, three have been released on bail and six released pending reports to the PPS. ",Subset,three,,,juveniles,,,adults,,,1.0,0.0,local,non-local,det,https://www.4ie.ie/irish-news/110582/anti-social-behaviour-plagues-north,three,A,A,1.0,A,1.0,A,1.0,JUVENILES,JUVENILES,1.0,True,juveniles,1.0,True,Juveniles,1.0,True,parallel,"Fourteen people were arrested in the over the weekend, Five adults were charged with disorderly behaviour and out of nine juveniles arrested, three have been released on bail and six released pending reports to the PPS. ",220,1,142,146,juveniles,adults,1,121,130,1,59,65,21,83,1
88.0,"Of the four Labrador rivers with counting facilities, three have counts in line with previous years.",Subset,three,,,facilities,,,rivers,,,0.0,1.0,local,non-local,det,https://www.asf.ca/news-and-magazine/river-notes/asf-rivernotes-20-aug-2021,three,B,B,1.0,B,1.0,A,0.0,RIVERS,LABRADOR RIVERS,0.0,True,Labrador rivers,0.0,True,The rivers,0.0,True,parallel,"Of the four Labrador rivers with counting facilities, three have counts in line with previous years.",100,1,54,58,rivers,facilities,1,20,26,1,41,51,34,13,0
89.0,"A range of initiatives to encourage girls into science and engineering can be charted from at least the late 1950s, but few have brought sustained attention to the issue in the way that Athena SWAN (Scientific Women's Academic Network) has managed since its inception.",Clausal or VP Coordination,few,,,initiatives,,,girls,,,1.0,0.0,non-local,local,det,https://www.bl.uk/voices-of-science/themes/gender-and-science,few,A,A,1.0,A,1.0,A,1.0,INITIATIVES,INITIATIVES,1.0,True,initiatives,1.0,True,Initiatives,1.0,True,parallel,"A range of initiatives to encourage girls into science and engineering can be charted from at least the late 1950s, but few have brought sustained attention to the issue in the way that Athena SWAN (Scientific Women's Academic Network) has managed since its inception.",268,1,120,122,initiatives,girls,1,10,21,1,35,40,110,85,0
90.0,"Most cities employ urban planners, but few have granted them this kind of power.",Clausal or VP Coordination,few,,,planners,,,cities,,,0.0,1.0,local,non-local,det,https://ti.org/Automyth.html,few,B,B,1.0,B,1.0,A,0.0,CITIES,CITIES,1.0,True,cities,1.0,True,urban planners,0.0,False,parallel,"Most cities employ urban planners, but few have granted them this kind of power.",80,1,39,41,cities,planners,1,4,10,1,24,32,35,15,0
91.0,"To do the same activity, if it is a bank is subject to regulation, and if you aren't a bank it could even happen that you don't subject yourself to any.""",Clausal or VP Coordination,any,,,bank,,,regulation,,,0.0,1.0,local,non-local,det,https://www.bbva.com/en/keys-successful-banking-digital-age/,any,B,B,1.0,B,1.0,A,0.0,REGULATION,REGULATION,1.0,True,regulation,1.0,True,regulation,1.0,True,parallel,"To do the same activity, if it is a bank is subject to regulation, and if you aren't a bank it could even happen that you don't subject yourself to any.""",153,1,148,150,regulation,bank,1,54,64,2,86,90,94,62,0
92.0,"Both American Muslims and Jews acknowledge that there is anti-Muslim sentiment in the American Jewish community, with 55 percent of Jewish respondents surveyed saying that there is ""some"" and 9 percent saying there is ""a lot"" of anti-Muslim sentiment among Jews, and 44 percent of Muslims saying there is some and 17 percent saying there is a lot.",non-parallel,some,,,community,,,anti-Muslim sentiment,,,0.0,1.0,local,non-local,det,http://www.5tjt.com/study-examines-muslim-jewish-relations-in-america/,some,B,B,1.0,B,1.0,A,0.0,ANTI-MUSLIM SENTIMENT,ANTI-MUSLIM SENTIMENT,1.0,True,sentiment,0.0,True,Jews,0.0,False,non-parallel,"Both American Muslims and Jews acknowledge that there is anti-Muslim sentiment in the American Jewish community, with 55 percent of Jewish respondents surveyed saying that there is ""some"" and 9 percent saying there is ""a lot"" of anti-Muslim sentiment among Jews, and 44 percent of Muslims saying there is some and 17 percent saying there is a lot.",347,1,305,308,anti-Muslim sentiment,community,2,228,249,1,101,110,77,204,1
