text_id,text,target,expected_answer,gpt_answer,correct
wsc-232,The man lifted the boy onto  [target]  bunk bed.,[target],THE BOY,THE,False
wsc-233,"Stretching  [target]  back, the woman smiled at the girl.",[target],THE WOMAN,HER ARMS,False
wsc-234,"Patting  [target]  back, the woman smiled at the girl.",[target],THE GIRL,THE GIRL,True
wsc-235,Billy cried because Toby wouldn't accept  [target]  toy.,[target],BILLY,THE,False
wsc-236,Billy cried because Toby wouldn't share  [target]  toy.,[target],TOBY,TOY,False
wsc-237,"Lily spoke to Donna, breaking  [target]  silence.",[target],LILY,THE,False
wsc-238,"Lily spoke to Donna, breaking  [target]  concentration.",[target],DONNA,DONNA,True
wsc-239,"When Tommy dropped his ice cream, Timmy giggled, so father gave  [target]  a sympathetic look.",[target],TOMMY,TOMMY,True
wsc-240,"When Tommy dropped his ice cream, Timmy giggled, so father gave  [target]  a stern look.",[target],TIMMY,TOMMY,False
wsc-241,"As Ollie carried Tommy up the long winding steps,  [target]  legs ached.",[target],OLLIE,OLLIE'S,False
wsc-242,"As Ollie carried Tommy up the long winding steps,  [target]  legs dangled.",[target],TOMMY,TOMMY,True
wsc-243,The father carried the sleeping boy in  [target]  arms,[target],THE FATHER,THE FATHER'S,False
wsc-244,The father carried the sleeping boy in  [target]  bassinet.,[target],THE BOY,THE,False
wsc-245,The woman held the girl against  [target] chest,[target],THE WOMAN,THE WOMAN,True
wsc-246,The woman held the girl against  [target]  will.,[target],THE GIRL,THE GIRL,True
wsc-247,"Pam's parents came home and found her having sex with her boyfriend, Paul.  [target]  were furious about it.",[target],PAM'S PARENTS,PAM'S PARENTS,True
wsc-248,"Pam's parents came home and found her having sex with her boyfriend, Paul.  [target]  were embarrassed about it.",[target],PAM AND PAUL,PAM'S PARENTS,False
wsc-249,Dr. Adams informed Kate that  [target]  had retired and presented several options for future treatment.,[target],DR. ADAMS,DR. ADAMS,True
wsc-250,Dr. Adams informed Kate that  [target]  had cancer and presented several options for future treatment.,[target],KATE,KATE,True
wsc-251,Dan had to stop Bill from toying with the injured bird.  [target]  is very compassionate.,[target],DAN,DAN,True
wsc-252,Dan had to stop Bill from toying with the injured bird.  [target]  is very cruel.,[target],BILL,BILL,True
wsc-253,"George got free tickets to the play, but he gave them to Eric, even though  [target]  was particularly eager to see it.",[target],GEORGE,GEORGE,True
wsc-254,"George got free tickets to the play, but he gave them to Eric, because  [target]  was particularly eager to see it.",[target],ERIC,ERIC,True
wsc-255,"George got free tickets to the play, but he gave them to Eric, because  [target]  was not particularly eager to see it.",[target],GEORGE,GEORGE,True
wsc-256,Jane gave Joan candy because  [target]  wasn't hungry.,[target],JANE,JOAN,False
wsc-257,Jane gave Joan candy because  [target]  was hungry.,[target],JOAN,JOAN,True
wsc-258,"I tried to paint a picture of an orchard, with lemons in the lemon trees, but  [target]  came out looking more like light bulbs.",[target],LEMONS,THE PICTure,False
wsc-259,"I tried to paint a picture of an orchard, with lemons in the lemon trees, but  [target]  came out looking more like telephone poles.",[target],LEMON TREES,THE PICTure,False
wsc-260,James asked Robert for a favor but  [target]  was refused.,[target],JAMES,JAMES,True
wsc-261,James asked Robert for a favor but  [target]  refused.,[target],ROBERT,ROBERT,True
wsc-262,Kirilov ceded the presidency to Shatov because  [target]  was less popular.,[target],KIRILOV,SHATOV,False
wsc-263,Kirilov ceded the presidency to Shatov because  [target]  was more popular.,[target],SHATOV,SHATOV,True
wsc-264,Emma did not pass the ball to Janie although  [target]  saw that she was open.,[target],EMMA,EMMA,True
wsc-265,Emma did not pass the ball to Janie although  [target]  was open.,[target],JANIE,JANIE,True
wsc-266,I put the butterfly wing on the table and  [target]  broke.,[target],THE BUTTERFLY WING,THE BUTTERFLY WING,True
wsc-267,I put the heavy book on the table and  [target]  broke.,[target],THE TABLE,THE TABLE,True
wsc-268,Madonna fired her trainer because  [target]  couldn't stand her boyfriend.,[target],MADONNA,TRAINER,False
wsc-269,Madonna fired her trainer because  [target]  slept with her boyfriend.,[target],THE TRAINER,THE TRAINER,True
wsc-270,Madonna fired her trainer because she slept with  [target]  boyfriend.,[target],MADONNA,MADONNA,True
wsc-271,Madonna fired her trainer because she couldn't stand  [target]  boyfriend.,[target],THE TRAINER,MADONNA,False
wsc-272,Carol believed that Rebecca suspected that  [target]  had stolen the watch.,[target],CAROL,CAROL,True
wsc-273,Carol believed that Rebecca regretted that  [target]  had stolen the watch.,[target],REBECCA,SOMEONE,False
